,Unnamed: 0,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,host_mass
3761,3761,Kepler-974 b,395.0,3.09 Earths,14.413,2016,Super Earth,1.57 x Earth,Unknown,4.2 days,0.0,Kepler-976,Transit,,,0.87
3762,3762,Kepler-975 b,1318.0,2.79 Earths,14.452,2016,Super Earth,1.48 x Earth,Unknown,2 days,0.0,Kepler-977,Transit,,,0.87
3763,3763,Kepler-976 b,3327.0,14.9 Earths,15.803,2016,Neptune-like,0.353 x Jupiter,Unknown,106 days,0.0,Kepler-978,Transit,,,1.07
3764,3764,Kepler-977 b,2166.0,7.37 Earths,14.823,2016,Neptune-like,0.234 x Jupiter,Unknown,26.9 days,0.0,Kepler-979,Transit,,,0.87
3765,3765,Kepler-978 b,2035.0,9.22 Earths,13.374,2016,Neptune-like,0.267 x Jupiter,Unknown,49.6 days,0.0,Kepler-98,Transit,,2.18,0.99
3766,3766,Kepler-979 b,1977.0,7.85 Earths,14.625,2016,Neptune-like,0.243 x Jupiter,Unknown,8.1 days,0.0,Kepler-980,Transit,,,1.05
3767,3767,Kepler-97 b,1323.0,3.51 Earths,12.813,2014,Super Earth,1.48 x Earth,Unknown,2.6 days,0.0,Kepler-981,Transit,,,0.98
3768,3768,Kepler-97 c,1323.0,1.08 Jupiters,12.813,2014,Gas Giant,Unknown,Unknown,2.2 years,0.0,Kepler-982,Transit,,,1.16
3769,3769,Kepler-980 b,2623.0,7.61 Earths,14.112,2016,Neptune-like,0.238 x Jupiter,Unknown,11.6 days,0.0,Kepler-983,Transit,,,1.13
3770,3770,Kepler-981 b,2978.0,5.95 Earths,14.704,2016,Neptune-like,0.206 x Jupiter,Unknown,4.5 days,0.0,Kepler-984,Transit,,,0.96
3771,3771,Kepler-982 b,2290.0,5.69 Earths,12.987,2016,Neptune-like,0.201 x Jupiter,Unknown,15.8 days,0.0,Kepler-985,Transit,,,0.91
3772,3772,Kepler-983 b,2137.0,6.17 Earths,13.986,2016,Neptune-like,0.211 x Jupiter,Unknown,60.1 days,0.0,Kepler-986,Transit,,,0.96
3773,3773,Kepler-984 b,1504.0,5.14 Earths,13.468,2016,Neptune-like,2.12 x Earth,Unknown,43 days,0.0,Kepler-987,Transit,,,0.97
3774,3774,Kepler-985 b,2417.0,9.17 Earths,14.717,2016,Neptune-like,0.266 x Jupiter,Unknown,116.3 days,0.0,Kepler-988,Transit,,,0.55
3775,3775,Kepler-986 b,1837.0,6.17 Earths,13.642,2016,Neptune-like,0.211 x Jupiter,Unknown,56.4 days,0.0,Kepler-989,Transit,,,0.82
3776,3776,Kepler-987 b,3053.0,10.7 Earths,14.979,2016,Neptune-like,0.291 x Jupiter,Unknown,105.3 days,0.0,Kepler-99,Transit,,10.9,0.79
3777,3777,Kepler-988 b,809.0,4.94 Earths,15.213,2016,Super Earth,2.07 x Earth,Unknown,17.8 days,0.0,Kepler-990,Transit,,,1.05
3778,3778,Kepler-989 b,1579.0,5.52 Earths,14.408,2016,Neptune-like,2.21 x Earth,Unknown,8 days,0.0,Kepler-990,Transit,,,1.05
3779,3779,Kepler-98 b,1154.0,3.55 Earths,12.869000000000002,2014,Neptune-like,1.99 x Earth,Unknown,1.5 days,0.0,Kepler-991,Transit,,,0.64
3780,3780,Kepler-990 b,3043.0,7.27 Earths,14.495,2016,Neptune-like,0.232 x Jupiter,Unknown,9.9 days,0.0,Kepler-992,Transit,,,0.8
3781,3781,Kepler-990 c,3043.0,2.96 Earths,14.495,2016,Super Earth,1.53 x Earth,Unknown,0.5 days,0.0,Kepler-993,Transit,,,0.57
3782,3782,Kepler-991 b,1207.0,6.99 Earths,15.148,2016,Neptune-like,0.227 x Jupiter,Unknown,82.5 days,0.0,Kepler-994,Transit,,,0.56
3783,3783,Kepler-992 b,874.0,3.26 Earths,13.39,2016,Super Earth,1.62 x Earth,Unknown,20.2 days,0.0,Kepler-995,Transit,,,0.83
3784,3784,Kepler-993 b,972.0,9.11 Earths,15.924,2016,Neptune-like,0.265 x Jupiter,Unknown,22.1 days,0.0,Kepler-996,Transit,,,1.09
3785,3785,Kepler-994 b,555.0,3.19 Earths,14.465,2016,Super Earth,1.6 x Earth,Unknown,1.2 days,0.0,Kepler-997,Transit,,,1.22
3786,3786,Kepler-995 b,2150.0,7.75 Earths,14.880999999999998,2016,Neptune-like,0.241 x Jupiter,Unknown,28.3 days,0.0,Kepler-998,Transit,,,1.12
3787,3787,Kepler-996 b,3582.0,4.58 Earths,14.639,2016,Super Earth,1.98 x Earth,Unknown,3.8 days,0.0,Kepler-999,Transit,,,1.29
3788,3788,Kepler-997 b,1533.0,2.42 Earths,11.848,2016,Super Earth,1.36 x Earth,Unknown,2.7 days,0.0,KIC 10001893,Orbital Brightness Modulation,,,
3789,3789,Kepler-998 b,3249.0,5.99 Earths,14.341,2016,Neptune-like,0.207 x Jupiter,Unknown,5.7 days,0.0,KIC 10001893,Orbital Brightness Modulation,,,
3790,3790,Kepler-999 b,1853.0,6.08 Earths,12.234000000000002,2016,Neptune-like,0.209 x Jupiter,Unknown,6 days,0.0,KIC 10001893,Orbital Brightness Modulation,,,
3791,3791,Kepler-99 b,684.0,6.15 Earths,12.962,2014,Super Earth,1.48 x Earth,Unknown,4.6 days,0.0,KIC 10525077,Transit,89.861,,1.01
3792,3792,Kepler-9 b,2003.0,0.13655 Jupiters,13.781,2010,Gas Giant,0.74 x Jupiter,0.143 AU,19.2 days,0.06,KIC 3558849,Transit,89.973,,0.98
3793,3793,Kepler-9 c,2003.0,29.9 Earths,13.781,2010,Neptune-like,0.721 x Jupiter,0.227 AU,39 days,0.07,KIC 5095269,Eclipse Timing Variations,105.83,,1.21
3794,3794,Kepler-9 d,2003.0,3.33 Earths,13.781,2010,Super Earth,1.64 x Earth,0.0273 AU,1.6 days,0.0,KIC 5437945,Transit,89.904,,1.07
3795,3795,KIC 10001893 b,5736.0,Unknown,15.711,2014,Unknown,Unknown,Unknown,0.2 days,0.0,KIC 5951458,Transit,89.79899999999999,,0.98
3796,3796,KIC 10001893 c,5736.0,Unknown,15.711,2014,Unknown,Unknown,Unknown,0.3 days,0.0,KIC 7917485,Pulsation Timing Variations,,,1.63
3797,3797,KIC 10001893 d,5736.0,Unknown,15.711,2014,Unknown,Unknown,Unknown,0.8 days,0.0,KOI-7892,Transit,89.3,,1.04
3798,3798,KIC 10525077 b,4976.0,25.9 Earths,15.304,2015,Neptune-like,0.491 x Jupiter,Unknown,2.3 years,0.0,KOI-7892,Transit,89.70100000000001,,1.04
3799,3799,KIC 3558849 b,4106.0,38.1 Earths,14.167,2015,Neptune-like,0.616 x Jupiter,Unknown,3.6 years,0.0,KIC 9663113,Transit,89.76799999999999,,0.98
3800,3800,KIC 5095269 b,4014.0,7.693 Jupiters,13.439,2017,Gas Giant,1.13 x Jupiter,0.8 AU,237.7 days,0.06,KMT-2016-BLG-0212L,Microlensing,,,0.48
3801,3801,KIC 5437945 b,4314.0,33.6 Earths,13.751,2015,Neptune-like,0.571 x Jupiter,Unknown,440.8 days,0.0,KMT-2016-BLG-1107L,Microlensing,,,0.09
3802,3802,KIC 5951458 b,2475.0,35.4 Earths,12.688,2015,Neptune-like,0.589 x Jupiter,Unknown,3.6 years,0.0,KMT-2016-BLG-1397L,Microlensing,,,0.45
3803,3803,KIC 7917485 b,4695.0,11.8 Jupiters,13.2,2016,Gas Giant,1.1 x Jupiter,Unknown,2.3 years,0.15,KMT-2016-BLG-1820L,Microlensing,,,0.04
3804,3804,KIC 8540376 b,3609.0,15.8 Earths,14.217,2015,Neptune-like,0.366 x Jupiter,Unknown,31.8 days,0.0,KMT-2016-BLG-1836L,Microlensing,,,0.49
3805,3805,KIC 8540376 c,3609.0,6.35 Earths,14.217,2015,Neptune-like,0.214 x Jupiter,Unknown,75.2 days,0.0,KMT-2016-BLG-2142L,Microlensing,,,0.07
3806,3806,KIC 9663113 b,5450.0,19.2 Earths,13.907,2015,Neptune-like,0.41 x Jupiter,Unknown,1.6 years,0.0,KMT-2017-BLG-0165L,Microlensing,,,0.76
3807,3807,KMT-2016-BLG-0212L b,20551.0,18 Jupiters,,2018,Gas Giant,1.08 x Jupiter,2.2 AU,4.7 years,0.0,KMT-2017-BLG-1038L,Microlensing,,,0.37
3808,3808,KMT-2016-BLG-1107L b,21696.0,3.283 Jupiters,,2019,Gas Giant,1.17 x Jupiter,0.342 AU,243.5 days,0.0,KMT-2017-BLG-1146L,Microlensing,,,0.33
3809,3809,KMT-2016-BLG-1397L b,21529.0,7 Jupiters,,2018,Gas Giant,1.13 x Jupiter,5.1 AU,17.2 years,0.0,KMT-2018-BLG-0029L,Microlensing,,,1.14
3810,3810,KMT-2016-BLG-1820L b,20420.0,4.57 Jupiters,,2018,Gas Giant,1.15 x Jupiter,1.08 AU,5.6 years,0.0,KMT-2018-BLG-1292L,Microlensing,,,1.09
3811,3811,KMT-2016-BLG-1836L b,23160.0,2.2 Jupiters,,2019,Gas Giant,1.19 x Jupiter,3.5 AU,9.4 years,0.0,KMT-2018-BLG-1990L,Microlensing,,,0.09
3812,3812,KMT-2016-BLG-2142L b,22867.0,15.49 Jupiters,,2018,Gas Giant,1.09 x Jupiter,0.83 AU,2.9 years,0.0,KMT-2019-BLG-1339L,Microlensing,,,0.48
3813,3813,KMT-2017-BLG-0165L b,14777.0,34 Earths,,2018,Neptune-like,0.575 x Jupiter,3.45 AU,7.4 years,0.0,KMT-2019-BLG-1953L,Microlensing,,,0.31
3814,3814,KMT-2017-BLG-1038L b,19572.0,2 Jupiters,,2019,Gas Giant,1.19 x Jupiter,1.8 AU,4 years,0.0,KOI-12,Transit,,,1.5
3815,3815,KMT-2017-BLG-1146L b,21203.0,0.71 Jupiters,,2019,Gas Giant,1.25 x Jupiter,1.6 AU,3.5 years,0.0,KOI-1257,Transit,89.66,2.1,0.99
3816,3816,KMT-2018-BLG-0029L b,11026.0,7.59 Earths,,2020,Neptune-like,0.238 x Jupiter,4.27 AU,8.3 years,0.0,KOI-13,Transit,86.77,3.6,1.72
3817,3817,KMT-2018-BLG-1292L b,11287.0,4.42 Jupiters,,2020,Gas Giant,1.15 x Jupiter,6.03 AU,14.2 years,0.0,KOI-142,Transit,90.97,1.29,0.99
3818,3818,KMT-2018-BLG-1990L b,3154.0,0.348 Jupiters,,2019,Gas Giant,1.15 x Jupiter,0.763 AU,2.2 years,0.0,KOI-142,Transit,93.15,,0.99
3819,3819,KMT-2019-BLG-1339L b,19963.0,1.25 Jupiters,,2020,Gas Giant,1.22 x Jupiter,2.15 AU,4.6 years,0.0,KOI-1599,Transit,89.78,,1.02
3820,3820,KMT-2019-BLG-1953L b,22964.0,0.64 Jupiters,,2020,Gas Giant,1.26 x Jupiter,Unknown,365 days,0.0,KOI-1599,Transit,88.6,,1.02
3821,3821,KOI-1257 b,2936.0,1.45 Jupiters,14.867,2014,Gas Giant,0.94 x Jupiter,0.382 AU,86.6 days,0.77,KOI-1783,Transit,89.441,0.56,1.08
3822,3822,KOI-12 b,1318.0,1.1 Jupiters,11.253,2015,Gas Giant,1.23 x Jupiter,0.154 AU,17.9 days,0.34,KOI-1783,Transit,,0.51,1.08
3823,3823,KOI-13 b,1354.0,9.28 Jupiters,9.958,2011,Gas Giant,1.512 x Jupiter,0.03641 AU,1.8 days,0.0,KOI-217,Transit,89.8,,0.95
3824,3824,KOI-142 b,1106.0,9.5 Earths,13.11,2013,Neptune-like,0.307 x Jupiter,Unknown,10.9 days,0.06,KOI-351,Transit,89.4,,1.2
3825,3825,KOI-142 c,1106.0,0.674 Jupiters,13.11,2013,Gas Giant,1.25 x Jupiter,0.15525 AU,22.3 days,0.06,KOI-351,Transit,89.68,,1.2
3826,3826,KOI-1599.01,3813.0,4.6 Earths,14.854,2019,Super Earth,1.9 x Earth,0.14728 AU,20.4 days,0.01,KOI-351,Transit,89.71,,1.2
3827,3827,KOI-1599.02,3813.0,9 Earths,14.854,2019,Super Earth,1.9 x Earth,0.112293 AU,13.6 days,0.01,KOI-351,Transit,89.79,,1.2
3828,3828,KOI-1783.01,2896.0,0.22339 Jupiters,13.906,2020,Gas Giant,0.79 x Jupiter,Unknown,134.5 days,0.0,KOI-351,Transit,89.77,,1.2
3829,3829,KOI-1783.02,2896.0,15 Earths,13.906,2020,Neptune-like,0.485 x Jupiter,Unknown,284.2 days,0.0,KOI-351,Transit,89.8,,1.2
3830,3830,KOI-217 b,2610.0,Unknown,15.101,2010,Gas Giant,1.11 x Jupiter,0.0477 AU,3.9 days,0.0,KOI-351,Transit,89.6,,1.2
3831,3831,KOI-3680 b,3088.0,1.93 Jupiters,14.77,2018,Gas Giant,0.99 x Jupiter,0.534 AU,141.2 days,0.5,KOI-3680,Transit,89.89200000000001,2.46,1.01
3832,3832,KOI-55 b,3849.0,0.44 Earths,14.87,2011,Terrestrial,0.759 x Earth,0.006 AU,0.2 days,0.0,KOI-55,Orbital Brightness Modulation,65.0,,0.5
3833,3833,KOI-55 c,3849.0,0.655 Earths,14.87,2011,Terrestrial,0.867 x Earth,0.0076 AU,0.3 days,0.0,KOI-55,Orbital Brightness Modulation,65.0,,0.5
3834,3834,KOI-94 b,1578.0,10.5 Earths,12.188,2013,Super Earth,1.71 x Earth,0.05119 AU,3.7 days,0.25,KOI-94,Transit,89.3,10.1,1.28
3835,3835,KOI-94 c,1578.0,15.6 Earths,12.188,2013,Neptune-like,0.385 x Jupiter,0.1013 AU,10.4 days,0.43,KOI-94,Transit,88.36,0.91,1.28
3836,3836,KOI-94 d,1578.0,0.334 Jupiters,12.188,2013,Gas Giant,1.005 x Jupiter,0.1684 AU,22.3 days,0.02,KOI-94,Transit,89.87100000000001,0.363,1.28
3837,3837,KOI-94 e,1578.0,35 Earths,12.188,2013,Neptune-like,0.585 x Jupiter,0.3046 AU,54.3 days,0.02,KOI-94,Transit,89.76,0.6,1.28
3838,3838,KPS-1 b,863.0,1.09 Jupiters,13.033,2018,Gas Giant,1.03 x Jupiter,0.0269 AU,1.7 days,0.0,KPS-1,Transit,83.2,1.31,0.89
3839,3839,L 168-9 b,82.0,4.6 Earths,11.014,2020,Super Earth,1.39 x Earth,0.02091 AU,1.4 days,< 0.21,L 168-9,Transit,85.5,9.6,0.62
3840,3840,L 98-59 b,35.0,1.01 Earths,11.685,2019,Super Earth,0.8 x Earth,0.02282 AU,2.3 days,< 0.12,L 98-59,Transit,,12.7,0.31
3841,3841,L 98-59 c,35.0,2.42 Earths,11.685,2019,Super Earth,1.35 x Earth,0.0317 AU,3.7 days,< 0.07,L 98-59,Transit,,5.4,0.31
3842,3842,L 98-59 d,35.0,2.31 Earths,11.685,2019,Super Earth,1.57 x Earth,0.0506 AU,7.5 days,< 0.09,L 98-59,Transit,,3.3,0.31
3843,3843,LHS 1140 b,49.0,6.98 Earths,14.18,2017,Super Earth,1.727 x Earth,0.0936 AU,24.7 days,< 0.06,LHS 1140,Transit,89.89,7.5,0.18
3844,3844,LHS 1140 c,49.0,1.81 Earths,14.18,2018,Super Earth,1.282 x Earth,0.02675 AU,3.8 days,< 0.31,LHS 1140,Transit,89.92,4.7,0.18
3845,3845,LHS 1815 b,97.0,8.7 Earths,12.15,2020,Super Earth,1.088 x Earth,0.0404 AU,3.8 days,0.0,LHS 1815,Transit,88.125,,0.5
3846,3846,LHS 3844 b,49.0,2.25 Earths,15.26,2019,Super Earth,1.303 x Earth,0.00622 AU,0.5 days,0.0,LHS 3844,Transit,88.5,,0.15
3847,3847,LkCa 15 b,518.0,Unknown,12.025,2015,Unknown,Unknown,14.7 AU,Infinity years,0.0,LkCa 15,Imaging,50.0,,
3848,3848,LkCa 15 c,518.0,Unknown,12.025,2015,Unknown,Unknown,18.6 AU,Infinity years,0.0,LkCa 15,Imaging,50.0,,
3849,3849,LP 791-18 b,86.0,1.46 Earths,16.9,2019,Super Earth,1.12 x Earth,0.00969 AU,0.9 days,0.0,LP 791-18,Transit,87.3,,0.14
3850,3850,LP 791-18 c,86.0,5.95 Earths,16.9,2019,Neptune-like,0.206 x Jupiter,0.029392 AU,5 days,0.0,LP 791-18,Transit,89.55,,0.14
3851,3851,LSPM J2116+0234 b,58.0,13.3 Earths,10.86,2019,Neptune-like,0.331 x Jupiter,0.0876 AU,14.4 days,0.18,LSPM J2116+0234,Radial Velocity,,,0.43
3852,3852,LTT 1445 A b,22.0,2.2 Earths,11.22,2019,Super Earth,1.38 x Earth,0.03807 AU,5.4 days,0.19,LTT 1445 A,Transit,89.4,4.4,0.26
3853,3853,LTT 3780 b,72.0,2.62 Earths,13.07,2020,Super Earth,1.332 x Earth,0.01211 AU,0.8 days,0.0,LTT 3780,Transit,87.1,6.1,0.4
3854,3854,LTT 3780 c,72.0,8.6 Earths,13.07,2020,Super Earth,0.205 x Jupiter,0.07673 AU,12.3 days,0.06,LTT 3780,Transit,89.18,3.9,0.4
3855,3855,LTT 9779 b,263.0,29.32 Earths,9.758,2020,Neptune-like,0.421 x Jupiter,0.01679 AU,0.8 days,0.0,LTT 9779,Transit,76.39,1.536,0.77
3856,3856,Lupus-TR-3 b,6524.0,0.81 Jupiters,18.765,2007,Gas Giant,0.89 x Jupiter,0.0464 AU,3.9 days,0.0,Lupus-TR-3,Transit,88.3,1.4,0.87
3857,3857,MASCARA-1 b,616.0,3.7 Jupiters,8.273,2017,Gas Giant,1.5 x Jupiter,0.043 AU,2.1 days,0.0,MASCARA-1,Transit,87.0,1.5,1.72
3858,3858,MASCARA-4 b,560.0,3.1 Jupiters,8.19,2020,Gas Giant,1.53 x Jupiter,0.047 AU,2.8 days,0.0,MASCARA-4,Transit,88.5,,1.75
3859,3859,MOA-2007-BLG-192L b,3262.0,3.3 Earths,,2008,Super Earth,1.63 x Earth,0.62 AU,2 years,0.0,MOA-2007-BLG-192L,Microlensing,,,0.06
3860,3860,MOA-2007-BLG-400L b,18920.0,0.83 Jupiters,,2008,Gas Giant,1.24 x Jupiter,0.72 AU,407.4 days,0.0,MOA-2007-BLG-400L,Microlensing,,,0.3
3861,3861,MOA-2008-BLG-310L b,25117.0,23.4 Earths,,2009,Neptune-like,0.462 x Jupiter,1.61 AU,4.5 years,0.0,MOA-2008-BLG-310L,Microlensing,,,0.21
3862,3862,MOA-2008-BLG-379L b,10765.0,4.1 Jupiters,,2013,Gas Giant,1.16 x Jupiter,2.7 AU,5.9 years,0.0,MOA-2008-BLG-379L,Microlensing,,,0.56
3863,3863,MOA-2009-BLG-266L b,9916.0,10.4 Earths,,2011,Neptune-like,0.286 x Jupiter,3.2 AU,7.6 years,0.0,MOA-2009-BLG-266L,Microlensing,,,0.56
3864,3864,MOA-2009-BLG-319L b,19898.0,0.16 Jupiters,,2010,Gas Giant,0.722 x Jupiter,2.4 AU,6 years,0.0,MOA-2009-BLG-319L,Microlensing,,,0.38
3865,3865,MOA-2009-BLG-387L b,18561.0,2.6 Jupiters,,2010,Gas Giant,1.18 x Jupiter,1.8 AU,5.4 years,0.0,MOA-2009-BLG-387L,Microlensing,52.0,,0.19
3866,3866,MOA-2010-BLG-073L b,9134.0,11 Jupiters,,2012,Gas Giant,1.11 x Jupiter,1.21 AU,3.3 years,0.0,MOA-2010-BLG-073L,Microlensing,,,0.16
3867,3867,MOA-2010-BLG-117L b,11417.0,0.54 Jupiters,,2018,Gas Giant,1.27 x Jupiter,2.9 AU,6.5 years,0.0,MOA-2010-BLG-117L,Microlensing,,,0.58
3868,3868,MOA-2010-BLG-328L b,2642.0,9.2 Earths,,2013,Neptune-like,0.266 x Jupiter,0.92 AU,2.7 years,0.0,MOA-2010-BLG-328L,Microlensing,,,0.11
3869,3869,MOA-2010-BLG-353L b,20975.0,0.27 Jupiters,,2015,Gas Giant,0.993 x Jupiter,1.72 AU,5.3 years,0.0,MOA-2010-BLG-353L,Microlensing,,,0.18
3870,3870,MOA-2010-BLG-477L b,7503.0,1.5 Jupiters,,2012,Gas Giant,1.21 x Jupiter,2.0 AU,3.5 years,0.0,MOA-2010-BLG-477L,Microlensing,,,0.67
3871,3871,MOA-2011-BLG-028L b,24074.0,30 Earths,,2016,Neptune-like,0.535 x Jupiter,4.14 AU,9.7 years,0.0,MOA-2011-BLG-028L,Microlensing,,,0.75
3872,3872,MOA-2011-BLG-262L b,22834.0,17 Earths,,2014,Neptune-like,0.383 x Jupiter,0.95 AU,2.7 years,0.0,MOA-2011-BLG-262L,Microlensing,,,0.12
3873,3873,MOA-2011-BLG-291L b,14353.0,18 Earths,,2018,Neptune-like,0.396 x Jupiter,0.69 AU,1.5 years,0.0,MOA-2011-BLG-291L,Microlensing,,,0.15
3874,3874,MOA-2011-BLG-293L b,25183.0,4.8 Jupiters,,2012,Gas Giant,1.15 x Jupiter,1.1 AU,1.5 years,0.0,MOA-2011-BLG-293L,Microlensing,,,0.86
3875,3875,MOA-2011-BLG-322L b,24661.0,11.6 Jupiters,,2013,Gas Giant,1.11 x Jupiter,4.3 AU,14.3 years,0.0,MOA-2011-BLG-322L,Microlensing,,,0.39
3876,3876,MOA-2012-BLG-006L b,17289.0,8.4 Jupiters,,2017,Gas Giant,1.12 x Jupiter,10.2 AU,46.6 years,0.0,MOA-2012-BLG-006L,Microlensing,,,0.49
3877,3877,MOA-2012-BLG-505L b,23519.0,6.7 Earths,,2017,Neptune-like,0.221 x Jupiter,0.9 AU,2.7 years,0.0,MOA-2012-BLG-505L,Microlensing,,,0.1
3878,3878,MOA-2013-BLG-605L b,,3.2 Earths,,2016,Super Earth,1.6 x Earth,0.94 AU,5.3 years,0.0,MOA-2013-BLG-605L,Microlensing,,,0.03
3879,3879,MOA-2015-BLG-337L b,23160.0,33.7 Earths,,2018,Neptune-like,0.572 x Jupiter,0.24 AU,429.4 days,0.0,MOA-2015-BLG-337L,Microlensing,,,0.01
3880,3880,MOA-2016-BLG-227L b,21203.0,2.8 Jupiters,,2017,Gas Giant,1.18 x Jupiter,1.67 AU,4 years,0.0,MOA-2016-BLG-227L,Microlensing,,,0.29
3881,3881,MOA-2016-BLG-319L b,22182.0,0.62 Jupiters,,2018,Gas Giant,1.26 x Jupiter,0.95 AU,2.4 years,0.0,MOA-2016-BLG-319L,Microlensing,,,0.15
3882,3882,MOA-bin-1L b,16636.0,3.7 Jupiters,,2012,Gas Giant,1.16 x Jupiter,8.3 AU,27.6 years,0.0,MOA-bin-1L,Microlensing,,,0.75
3883,3883,MOA-bin-29 b,23225.0,0.6 Jupiters,,2019,Gas Giant,1.26 x Jupiter,0.48 AU,1.9 years,0.0,MOA-bin-29,Microlensing,,,0.03
3884,3884,Mu Leonis b,106.0,2.4 Jupiters,3.88,2014,Gas Giant,1.18 x Jupiter,1.1 AU,357.8 days,0.09,mu Leo,Radial Velocity,,,1.5
3885,3885,MXB 1658-298 b,,23.7 Jupiters,,2017,Gas Giant,1.07 x Jupiter,1.613 AU,2.1 years,0.0,MXB 1658-298,Eclipse Timing Variations,,,1.98
3886,3886,NGC 2682 Sand 364 b,2730.0,6.69 Jupiters,9.8,2014,Gas Giant,1.13 x Jupiter,0.53 AU,121.7 days,0.35,NGC 2682 Sand 364,Radial Velocity,,,9.06
3887,3887,NGC 2682 Sand 978 b,2747.0,2.18 Jupiters,9.71,2017,Gas Giant,1.19 x Jupiter,Unknown,1.4 years,0.16,NGC 2682 Sand 978,Radial Velocity,,,1.37
3888,3888,NGC 2682 YBP 1194 b,2922.0,0.32 Jupiters,14.6,2014,Gas Giant,1.1 x Jupiter,Unknown,7 days,0.3,NGC 2682 YBP 1194,Radial Velocity,,,1.01
3889,3889,NGC 2682 YBP 1514 b,3064.0,0.4 Jupiters,14.77,2014,Gas Giant,1.25 x Jupiter,Unknown,5.1 days,0.28,NGC 2682 YBP 1514,Radial Velocity,,,0.96
3890,3890,NGC 2682 YBP 401 b,2777.0,0.46 Jupiters,13.7,2016,Gas Giant,1.27 x Jupiter,Unknown,4.1 days,0.15,NGC 2682 YBP 401,Radial Velocity,,,1.14
3891,3891,NGTS-10 b,1059.0,2.162 Jupiters,14.34,2020,Gas Giant,1.205 x Jupiter,0.0143 AU,0.8 days,0.0,NGTS-1,Transit,85.27,0.42,0.62
3892,3892,NGTS-11 b,625.0,0.344 Jupiters,12.456,2020,Gas Giant,0.817 x Jupiter,0.201 AU,35.5 days,0.13,NGTS-10,Transit,,1.43,0.7
3893,3893,NGTS-1 b,731.0,0.812 Jupiters,15.524,2017,Gas Giant,1.33 x Jupiter,0.0326 AU,2.6 days,0.02,NGTS-11,Transit,89.16,0.78,0.86
3894,3894,NGTS-2 b,1175.0,0.74 Jupiters,10.961,2018,Gas Giant,1.595 x Jupiter,0.063 AU,4.5 days,0.0,NGTS-2,Transit,88.5,0.226,1.64
3895,3895,NGTS-3 A b,3295.0,2.38 Jupiters,14.642,2018,Gas Giant,1.48 x Jupiter,0.023 AU,1.7 days,0.0,NGTS-3 A,Transit,89.56,0.31,1.02
3896,3896,NGTS-4 b,922.0,20.6 Earths,12.909,2019,Neptune-like,0.284 x Jupiter,0.019 AU,1.3 days,0.0,NGTS-4,Transit,82.5,3.45,0.75
3897,3897,NGTS-5 b,1010.0,0.229 Jupiters,13.526,2019,Gas Giant,1.136 x Jupiter,0.0382 AU,3.4 days,0.0,NGTS-5,Transit,86.6,,0.66
3898,3898,NGTS-6 b,1015.0,1.339 Jupiters,14.087,2019,Gas Giant,1.326 x Jupiter,0.01677 AU,0.9 days,0.0,NGTS-6,Transit,78.23100000000001,0.711,0.77
3899,3899,NGTS-8 b,1417.0,0.93 Jupiters,13.68,2019,Gas Giant,1.09 x Jupiter,0.035 AU,2.5 days,0.01,NGTS-8,Transit,86.9,0.89,0.89
3900,3900,NGTS-9 b,2022.0,2.9 Jupiters,12.8,2019,Gas Giant,1.07 x Jupiter,0.058 AU,4.4 days,0.06,NGTS-9,Transit,84.1,2.93,1.34
3901,3901,NN Serpentis c,1631.0,7.33 Jupiters,16.59,2010,Gas Giant,1.13 x Jupiter,5.35 AU,15.3 years,0.08,NN Ser,Eclipse Timing Variations,,,0.54
3902,3902,NN Serpentis d,1631.0,2.3 Jupiters,16.59,2010,Gas Giant,1.19 x Jupiter,3.43 AU,7.9 years,0.19,NN Ser,Eclipse Timing Variations,,,0.54
3903,3903,NSVS 14256825 b,2735.0,14.15 Jupiters,13.245,2019,Gas Giant,1.1 x Jupiter,3.12 AU,8.8 years,0.12,NSVS 14256825,Eclipse Timing Variations,,,0.42
3904,3904,Nu Ophiuchi b,151.0,22.206 Jupiters,3.34,2012,Gas Giant,1.07 x Jupiter,1.79 AU,1.5 years,0.12,nu Oph,Radial Velocity,90.0,,2.7
3905,3905,Nu Ophiuchi c,151.0,24.662 Jupiters,3.34,2012,Gas Giant,1.07 x Jupiter,5.931 AU,8.7 years,0.18,nu Oph,Radial Velocity,90.0,,2.7
3906,3906,NY Virginis b,1801.0,2.3 Jupiters,13.394,2011,Gas Giant,1.19 x Jupiter,3.3 AU,8.7 years,0.15,NY Vir,Eclipse Timing Variations,,,
3907,3907,NY Virginis c,1801.0,5.54 Jupiters,13.394,2019,Gas Giant,1.14 x Jupiter,Unknown,24.1 years,0.15,NY Vir,Eclipse Timing Variations,,,
3908,3908,OGLE-2003-BLG-235L b,18920.0,2.6 Jupiters,,2004,Gas Giant,1.18 x Jupiter,4.3 AU,11.2 years,0.0,OGLE-2003-BLG-235L,Microlensing,,,0.63
3909,3909,OGLE-2005-BLG-071L b,10438.0,3.8 Jupiters,,2005,Gas Giant,1.16 x Jupiter,3.6 AU,10.1 years,0.0,OGLE-2005-BLG-071L,Microlensing,,,0.46
